"TABLE 11.—  MS-LTC-DRGS, RELATIVE WEIGHTS, GEOMETRIC AVERAGE LENGTH OF STAY, SHORT-STAY OUTLIER (SSO) THRESHOLD FOR DISCHARGES OCCURRING FROM OCTOBER 1, 2018 THROUGH SEPTEMBER 30, 2019 UNDER THE LTCH PPS - Correction"					
MS-LTC-DRG	MS-LTC-DRG Title	FY 2017 LTCH Cases	Relative Weight	Geometric Average Length of Stay1	Short-Stay Outlier (SSO) Threshold2
902	Wound debridements for injuries w CC	30	1.0258	27	22.5
903	Wound debridements for injuries w/o CC/MCC	1	0.4545	15.4	12.8
904	Skin grafts for injuries w CC/MCC	24	1.7328	37.2	31
905*	Skin grafts for injuries w/o CC/MCC	0	0.9924	31.1	25.9
906*	Hand procedures for injuries	0	1.4466	33.9	28.3
907	Other O.R. procedures for injuries w MCC	81	1.4466	33.9	28.3
908	Other O.R. procedures for injuries w CC	8	0.8061	22.3	18.6
909	Other O.R. procedures for injuries w/o CC/MCC	1	0.4545	15.4	12.8
913	Traumatic injury w MCC	3	1.7328	37.2	31
914	Traumatic injury w/o MCC	1	0.4545	15.4	12.8
915	Allergic reactions w MCC	2	0.6090	19.1	15.9
916	Allergic reactions w/o MCC	1	0.4545	15.4	12.8
917*	Poisoning & toxic effects of drugs w MCC	3	0.6090	19.1	15.9
918*	Poisoning & toxic effects of drugs w/o MCC	2	0.6090	19.1	15.9
919	Complications of treatment w MCC	866	1.1498	26.8	22.3
920	Complications of treatment w CC	177	0.8375	24.1	20.1
921	Complications of treatment w/o CC/MCC	5	0.4545	15.4	12.8
922	"Other injury, poisoning & toxic effect diag w MCC"	6	1.7328	37.2	31
923	"Other injury, poisoning & toxic effect diag w/o MCC"	3	1.0772	26.3	21.9
927*	Extensive burns or full thickness burns w MV >96 hrs w skin graft	0	1.7328	37.2	31
928	Full thickness burn w skin graft or inhal inj w CC/MCC	6	1.7328	37.2	31
929	Full thickness burn w skin graft or inhal inj w/o CC/MCC	1	1.7328	37.2	31
933	Extensive burns or full thickness burns w MV >96 hrs w/o skin graft	4	1.0772	26.3	21.9
934	Full thickness burn w/o skin grft or inhal inj	13	1.0772	26.3	21.9
935	Non-extensive burns	17	0.8061	22.3	18.6
939	O.R. proc w diagnoses of other contact w health services w MCC	111	1.3690	32.4	27
940	O.R. proc w diagnoses of other contact w health services w CC	31	1.0068	29.2	24.3
941	O.R. proc w diagnoses of other contact w health services w/o CC/MCC	1	0.4545	15.4	12.8
945	Rehabilitation w CC/MCC	0	0.6621	20.5	17.1
946	Rehabilitation w/o CC/MCC	0	0.4063	16.3	13.6
947	Signs & symptoms w MCC	30	0.9518	19.8	16.5
948	Signs & symptoms w/o MCC	10	0.8061	22.3	18.6
949	Aftercare w CC/MCC	"1,575"	0.7419	21.7	18.1
950	Aftercare w/o CC/MCC	37	0.4054	14.7	12.3
951	Other factors influencing health status	1	0.4545	15.4	12.8
955*	Craniotomy for multiple significant trauma	0	0.8061	22.3	18.6
956*	"Limb reattachment, hip & femur proc for multiple significant trauma"	0	0.4545	15.4	12.8
957	Other O.R. procedures for multiple significant trauma w MCC	3	1.7328	37.2	31
958*	Other O.R. procedures for multiple significant trauma w CC	0	1.0772	26.3	21.9
959*	Other O.R. procedures for multiple significant trauma w/o CC/MCC	0	0.8061	22.3	18.6
963	Other multiple significant trauma w MCC	8	1.0772	26.3	21.9
964	Other multiple significant trauma w CC	4	0.8061	22.3	18.6
965*	Other multiple significant trauma w/o CC/MCC	0	0.8061	22.3	18.6
969	HIV w extensive O.R. procedure w MCC	13	1.7328	37.2	31
970*	HIV w extensive O.R. procedure w/o MCC	0	1.7328	37.2	31
974	HIV w major related condition w MCC	113	1.0109	22.4	18.7
975*	HIV w major related condition w CC	7	1.0109	22.4	18.7
976*	HIV w major related condition w/o CC/MCC	0	1.0109	22.4	18.7
977	HIV w or w/o other related condition	6	0.8061	22.3	18.6
981	Extensive O.R. procedure unrelated to principal diagnosis w MCC	"1,422"	2.2170	40	33.3
982	Extensive O.R. procedure unrelated to principal diagnosis w CC	137	1.3574	32.4	27
983	Extensive O.R. procedure unrelated to principal diagnosis w/o CC/MCC	2	0.6090	19.1	15.9
987	Non-extensive O.R. proc unrelated to principal diagnosis w MCC	164	1.8865	37.9	31.6
988	Non-extensive O.R. proc unrelated to principal diagnosis w CC	24	1.7328	37.2	31
989*	Non-extensive O.R. proc unrelated to principal diagnosis w/o CC/MCC	0	0.4545	15.4	12.8
998	Principal diagnosis invalid as discharge diagnosis	0	0.0000	0.0	0
999	Ungroupable	0	0.0000	0.0	0
"* In determining the  MS-LTC-DRG relative weights for FY 2019, these MS-LTC-DRGs were adjusted for nonmonotonicity as discussed in section VIII.B.3.g. (step 6) of the preamble of the FY 2019 IPPS/LTCH PPS proposed rule."					
1 The count of LTCH 'standard payment rate' cases in the database of LTCH claims from the March 2018 update of the FY 2017 MedPAR files used in the MS-LTC-DRG calculations.					
2 The SSO threshold is calculated as 5/6th of the geometric average length of stay of the MS-LTC-DRG (as specified in §412.529(a)).
