"TABLE 11.—  MS-LTC-DRGS, RELATIVE WEIGHTS, GEOMETRIC AVERAGE LENGTH OF STAY, SHORT-STAY OUTLIER (SSO) THRESHOLD FOR DISCHARGES OCCURRING FROM OCTOBER 1, 2019 THROUGH SEPTEMBER 30, 2020 UNDER THE LTCH PPS"					
MS-LTC-DRG	MS-LTC-DRG Title	FY 2018 LTCH Cases	Relative Weight	Geometric Average Length of Stay1	Short-Stay Outlier (SSO) Threshold2
904	Skin grafts for injuries w CC/MCC	21	1.0554	26.2	21.8
905	Skin grafts for injuries w/o CC/MCC	0	1.0554	26.2	21.8
906	Hand procedures for injuries	0	1.7350	38.4	32.0
907	Other O.R. procedures for injuries w MCC	74	1.7350	38.4	32.0
908	Other O.R. procedures for injuries w CC	14	0.7922	21.8	18.2
909	Other O.R. procedures for injuries w/o CC/MCC	0	0.7922	21.8	18.2
913	Traumatic injury w MCC	0	0.4808	15.8	13.2
914	Traumatic injury w/o MCC	1	0.4808	15.8	13.2
915	Allergic reactions w MCC	1	0.4808	15.8	13.2
916	Allergic reactions w/o MCC	1	0.4808	15.8	13.2
917	Poisoning & toxic effects of drugs w MCC	16	1.0554	26.2	21.8
918	Poisoning & toxic effects of drugs w/o MCC	1	0.4808	15.8	13.2
919	Complications of treatment w MCC	805	1.1584	27.5	22.9
920	Complications of treatment w CC	182	0.8294	22.7	18.9
921	Complications of treatment w/o CC/MCC	6	0.7922	21.8	18.2
922	"Other injury, poisoning & toxic effect diag w MCC"	9	1.0554	26.2	21.8
923	"Other injury, poisoning & toxic effect diag w/o MCC"	5	0.6064	18.6	15.5
927	Extensive burns or full thickness burns w MV >96 hrs w skin graft	0	0.7922	21.8	18.2
928	Full thickness burn w skin graft or inhal inj w CC/MCC	3	0.7922	21.8	18.2
929	Full thickness burn w skin graft or inhal inj w/o CC/MCC	0	0.7922	21.8	18.2
933	Extensive burns or full thickness burns w MV >96 hrs w/o skin graft	3	1.0554	26.2	21.8
934	Full thickness burn w/o skin graft or inhal inj	8	0.6064	18.6	15.5
935	Non-extensive burns	7	0.7922	21.8	18.2
939	O.R. proc w diagnoses of other contact w health services w MCC	94	1.2375	30.5	25.4
940	O.R. proc w diagnoses of other contact w health services w CC	36	1.1605	30.0	25.0
941	O.R. proc w diagnoses of other contact w health services w/o CC/MCC	2	0.6064	18.6	15.5
945	Rehabilitation w CC/MCC	0	0.6621	20.5	17.1
946	Rehabilitation w/o CC/MCC	0	0.4063	16.3	13.6
947	Signs & symptoms w MCC	33	0.7714	20.5	17.1
948	Signs & symptoms w/o MCC	12	0.6064	18.6	15.5
949	Aftercare w CC/MCC	"1,499"	0.7192	21.0	17.5
950	Aftercare w/o CC/MCC	32	0.3750	14.2	11.8
951	Other factors influencing health status	1	1.5478	33.6	28.0
955	Craniotomy for multiple significant trauma	0	0.7922	21.8	18.2
956	"Limb reattachment, hip & femur proc for multiple significant trauma"	0	0.4808	15.8	13.2
957	Other O.R. procedures for multiple significant trauma w MCC	3	1.5478	33.6	28.0
958	Other O.R. procedures for multiple significant trauma w CC	0	1.0554	26.2	21.8
959	Other O.R. procedures for multiple significant trauma w/o CC/MCC	0	0.7922	21.8	18.2
963	Other multiple significant trauma w MCC	6	1.0554	26.2	21.8
964	Other multiple significant trauma w CC	3	0.7922	21.8	18.2
965	Other multiple significant trauma w/o CC/MCC	0	0.6064	18.6	15.5
969	HIV w extensive O.R. procedure w MCC	11	1.5478	33.6	28.0
970	HIV w extensive O.R. procedure w/o MCC	0	1.5478	33.6	28.0
974	HIV w major related condition w MCC	103	0.9929	22.5	18.8
975*	HIV w major related condition w CC	16	0.9929	22.5	18.8
976*	HIV w major related condition w/o CC/MCC	1	0.6064	18.6	15.5
977	HIV w or w/o other related condition	12	1.5478	33.6	28.0
981	Extensive O.R. procedure unrelated to principal diagnosis w MCC	"1,279"	2.2324	40.4	33.7
982	Extensive O.R. procedure unrelated to principal diagnosis w CC	90	1.3500	30.1	25.1
983	Extensive O.R. procedure unrelated to principal diagnosis w/o CC/MCC	3	0.7900	21.8	18.2
987	Non-extensive O.R. proc unrelated to principal diagnosis w MCC	173	2.1200	36.9	30.8
988	Non-extensive O.R. proc unrelated to principal diagnosis w CC	25	1.4800	27.7	23.1
989	Non-extensive O.R. proc unrelated to principal diagnosis w/o CC/MCC	0	0.4800	15.8	13.2
998	Principal diagnosis invalid as discharge diagnosis	0	0.0000	0.0	0.0
999	Ungroupable	0	0.0000	0.0	0.0
"* In determining the  MS-LTC-DRG relative weights for FY 2020, these MS-LTC-DRGs were adjusted for nonmonotonicity as discussed in section VIII.B.3.g. (step 6) of the preamble of this FY 2020 IPPS/LTCH PPS final rule."					
"1 The count of LTCH ""standard payment rate"" cases in the database of LTCH claims from the March 2019 update of the FY 2018 MedPAR files used in the MS-LTC-DRG calculations."					
2 The SSO threshold is calculated as 5/6th of the geometric average length of stay of the MS-LTC-DRG (as specified in §412.529(a)).					
					
